// Modified for RealityIV ENB Patch 7 by DKT70 - Aug 2012. These settings have been edited to unify all light throughout the entire map.
// The timecyclemodifiers can be used to alter some of the timecycle settings depending on the area that the camera is in.
// There are boxes set up on the map to limit the far clip or to create an orange glow.
// Interiors/portals also use these modifiers.

// Line Number                       1              2               3              4                 5                      6                           7                         8                9               10              11          12          13         14                15               16           17            18                19                    20                21                 22               23             24             25         26            27                28             29              30              31           32         33            34             35                36           37             38             39             40             41               42             43                 44                  45                    46               47          48       49
// Name                         MinFarClip     MaxFarClip     MinFogStart     MaxFogStart     AmbientLight0 (RGBAM)   AmbientLight1 (RGBAM)     DirectionalLight(RGBAM)     Ped Shadow          Fog(RGBA)     NearFog(RGBA)   FogMultiplier  Near Fog     Axis     Temperature     PostFxStrength     Exposure     Exposure     Multiplier     BrightPassThreshold      MidGreyValue     IntensityBloom     ColourCorrect     ColourAdd     Desaturation     Contrast     Gamma     DesaturationFar     ContrastFar     GammaFar     DepthFxNear      DepthFxFar     LumMin    LumMax     LumAdaptDelay   GlobalReflection   MinFarDOF     MaxFarDOF     MinNearDOF     MaxNearDOF     NearBlurDOF     MidBlurDOF     FarBlurDOF     WaterReflection     ParticleHDR       AO Multiplier          SpecularPed     SkyMultiplier   Ped_AO  NearFogAmount
Buildsite_MH1                      -1.0          -1.0            -1.0           -1.0          130 140 150 200 7.0  150 150 150 200 4.0          0   0   0 255  0                 0.40           0  0  0  0     0  0  0  0                                   1          10              0                -1.0         -1.0          -1.0               1.0                  -1.0              -1.0           25 25 25          0  0  0           1.00            1.0        1.0          1.00               1.0           0.85              0               0           1.0       1.0           0.0           0.600              -1.0         -1.0            0.0            0.0            0.0           -1.0             -1.0           -1.0               -1.0                 0.94                 -1.0             -1.0         2.0       0
MH3carpark                         -1.0          -1.0            -1.0           -1.0          0   0   0   0  0      0   0   0   0  0            0   0   0   0  0                 1.00           0  0  0  0     0  0  0  0                                   0          10              0                -1.0         -1.0          -1.0              -1.0                  -1.0              -1.0           25 25 25          0  0  0           1.00            1.0        1.0          1.00               1.0           1.00              0               0           1.0       1.0           0.0            -1.0              -1.0         -1.0            0.0            0.0            0.0           -1.0             -1.0           -1.0               -1.0                -1.0                  -1.0             -1.0         2.0       0
bkn2_Nomoon1                       -1.0          -1.0            -1.0           -1.0          0   0   0   0  0      0   0   0   0  0            0   0   0   0  0                 1.00           0  0  0  0     0  0  0  0                                   0          10              0                -1.0         -1.0          -1.0              -1.0                  -1.0              -1.0           25 25 25          0  0  0           1.00            1.0        1.0          1.00               1.0           1.00              0               0           1.0       1.0           0.0            -1.0              -1.0         -1.0            0.0            0.0            0.0           -1.0             -1.0           -1.0               -1.0                -1.0                  -1.0             -1.0         2.0       0
bkn2_Nomoon2                       -1.0          -1.0            -1.0           -1.0          0   0   0   0  0      0   0   0   0  0            0   0   0   0  0                 1.00           0  0  0  0     0  0  0  0                                   0          10              0                -1.0         -1.0          -1.0              -1.0                  -1.0              -1.0           25 25 25          0  0  0           1.00            1.0        1.0          1.00               1.0           1.00              0               0           1.0       1.0           0.0            -1.0              -1.0         -1.0            0.0            0.0            0.0           -1.0             -1.0           -1.0               -1.0                -1.0                  -1.0             -1.0         2.0       0
bks3norain                         -1.0          -1.0            -1.0           -1.0          0   0   0   0  0      0   0   0   0  0            0   0   0   0  0                 1.00           0  0  0  0     0  0  0  0                                   0          10              0                -1.0         -1.0          -1.0              -1.0                  -1.0              -1.0           25 25 25          0  0  0           1.00            1.0        1.0          1.00               1.0           1.00              0               0           1.0       1.0           0.0            -1.0              -1.0         -1.0            0.0            0.0            0.0           -1.0             -1.0           -1.0               -1.0                -1.0                  -1.0             -1.0         2.0       0
MHNoMoon                           -1.0          -1.0            -1.0           -1.0          0   0   0   0  0      0   0   0   0  0            0   0   0   0  0                 1.00           0  0  0  0     0  0  0  0                                   0          10              0                -1.0         -1.0          -1.0              -1.0                  -1.0              -1.0           25 25 25          0  0  0           1.00            1.0        1.0          1.00               1.0           1.00              0               0           1.0       1.0           0.0            -1.0              -1.0         -1.0            0.0            0.0            0.0           -1.0             -1.0           -1.0               -1.0                -1.0                  -1.0             -1.0         2.0       0
erosware                          266.5         269.0            -1.0           -1.0          130 140 150 200 7.0  150 150 150 200 4.0          0   0   0 255  0                 0.40           0  0  0  0     0  0  0  0                                   1          10              0                -1.0         -1.0          -1.0               1.0                  -1.0              -1.0           25 25 25          0  0  0           1.00            1.0        1.0          1.00               1.0           0.85              0               0           1.0       1.0           0.0           0.600              -1.0         -1.0            0.0            0.0            0.0           -1.0             -1.0           -1.0               -1.0                 0.94                 -1.0             -1.0         2.0       0
QM_Nomoon                          -1.0          -1.0            -1.0           -1.0          0   0   0   0  0      0   0   0   0  0            0   0   0   0  0                 1.00           0  0  0  0     0  0  0  0                                   0          10              0                -1.0         -1.0          -1.0              -1.0                  -1.0              -1.0           25 25 25          0  0  0           1.00            1.0        1.0          1.00               1.0           1.00              0               0           1.0       1.0           0.0            -1.0              -1.0         -1.0            0.0            0.0            0.0           -1.0             -1.0           -1.0               -1.0                -1.0                  -1.0             -1.0         2.0       0
NJ2nomoon                          -1.0          -1.0            -1.0           -1.0          0   0   0   0  0      0   0   0   0  0            0   0   0   0  0                 1.00           0  0  0  0     0  0  0  0                                   0          10              0                -1.0         -1.0          -1.0              -1.0                  -1.0              -1.0           25 25 25          0  0  0           1.00            1.0        1.0          1.00               1.0           1.00              0               0           1.0       1.0           0.0            -1.0              -1.0         -1.0            0.0            0.0            0.0           -1.0             -1.0           -1.0               -1.0                -1.0                  -1.0             -1.0         2.0       0
bxwnomoon                          -1.0          -1.0            -1.0           -1.0          0   0   0   0  0      0   0   0   0  0            0   0   0   0  0                 1.00           0  0  0  0     0  0  0  0                                   0          10              0                -1.0         -1.0          -1.0              -1.0                  -1.0              -1.0           25 25 25          0  0  0           1.00            1.0        1.0          1.00               1.0           1.00              0               0           1.0       1.0           0.0            -1.0              -1.0         -1.0            0.0            0.0            0.0           -1.0             -1.0           -1.0               -1.0                -1.0                  -1.0             -1.0         2.0       0
star_junc                         800.0        1600.0            -1.0          800.0          200 185 125 200 10.0  185 180 175 200 2.5       -1.0 -1.0 -1.0 -1.0 -1.0           1.00           0  0  0  0     0  0  0  0                                   0          10              0                -1.0         -1.0          -1.0              -1.0                  -1.0              -1.0           25 25 25          0  0  0          -1.00           -1.0       -1.0         -1.00               1.0           0.80              0               0           1.0       1.0           0.0           0.500              -1.0         -1.0            0.0            0.0            0.0           -1.0             -1.0           -1.0               -1.0                -0.0                  -1.0             -1.0         2.0       0
raytest                            -1.0          -1.0            -1.0           -1.0          200 185 125 200 7.0  185 180 175 200 4.0          0   0   0 255  0                 1.00           0  0  0  0     0  0  0  0                                   1          10              0                -1.0         -1.0          -1.0              -1.0                  -1.0              -1.0           25 25 25          0  0  0          -1.00           -1.0       -1.0         -1.00              -1.0           -1.0              0               0           1.0       1.0           0.0           0.600              -1.0         -1.0            0.0            0.0            0.0           -1.0             -1.0           -1.0               -1.0                 1.00                 -1.0             -1.0         2.0       0
raytest2                           -1.0          -1.0            -1.0           -1.0          200 185 125 200 7.0  185 180 175 200 4.0          0   0   0 255  0                 1.00           0  0  0  0     0  0  0  0                                   1          10              0                -1.0         -1.0          -1.0              -1.0                  -1.0              -1.0           25 25 25          0  0  0          -1.00           -1.0       -1.0         -1.00              -1.0           -1.0              0               0           1.0       1.0           0.0           0.600              -1.0         -1.0            0.0            0.0            0.0           -1.0             -1.0           -1.0               -1.0                 1.00                 -1.0             -1.0         2.0       0
NJ02TUNNEL                         -1.0         800.0           150.0          150.0          200 185 125 200 7.0  185 180 175 200 4.0          0   0   0 255  0                 1.00           0  0  0  0     0  0  0  0                                   1          10              0                -1.0         -1.0          -1.0              -1.0                  -1.0              -1.0           25 25 25          0  0  0          -1.00           -1.0       -1.0         -1.00              -1.0           -1.0              0               0           1.0       1.0           0.0           0.600              -1.0         -1.0            0.0            0.0            0.0           -1.0             -1.0           -1.0               -1.0                 1.00                 -1.0             -1.0         2.0       0
Internaldim                        -1.0         500.0            -1.0          300.0          200 185 125 200 7.0  185 180 175 200 4.0          0   0   0 255  0                 1.00           0  0  0  0     0  0  0  0                                   1          10              0                -1.0         -1.0          -1.0              -1.0                  -1.0              -1.0           25 25 25          0  0  0          -1.00           -1.0       -1.0         -1.00              -1.0           -1.0              0               0           1.0       1.0           0.0           0.600              -1.0         -1.0            0.0            0.0            0.0           -1.0             -1.0           -1.0               -1.0                 1.00                 -1.0             -1.0         2.0       0
SoosTunnel                         -1.0          -1.0            -1.0           -1.0          200 185 125 200 7.0  185 180 175 200 4.0          0   0   0 255  0                 1.00           0  0  0  0     0  0  0  0                                   1          10              0                -1.0         -1.0          -1.0              -1.0                  -1.0              -1.0           25 25 25          0  0  0          -1.00           -1.0       -1.0         -1.00              -1.0           -1.0              0               0           1.0       1.0           0.0           0.600              -1.0         -1.0            0.0            0.0            0.0           -1.0             -1.0           -1.0               -1.0                 1.00                 -1.0             -1.0         2.0       0
Nikwarehouse                       -1.0          -1.0            -1.0           -1.0          200 185 125 200 7.0  185 180 175 200 4.0          0   0   0 255  0                 1.00           0  0  0  0     0  0  0  0                                   1          10              0                -1.0         -1.0          -1.0              -1.0                  -1.0              -1.0           25 25 25          0  0  0          -1.00           -1.0       -1.0         -1.00              -1.0           -1.0              0               0           1.0       1.0           0.0           0.600              -1.0         -1.0            0.0            0.0            0.0           -1.0             -1.0           -1.0               -1.0                 1.00                 -1.0             -1.0         2.0       0
clam                               -1.0          -1.0            -1.0           -1.0          200 185 125 200 7.0  185 180 175 200 4.0          0   0   0 255  0                 1.00           0  0  0  0     0  0  0  0                                   1          10              0                -1.0         -1.0          -1.0              -1.0                  -1.0              -1.0           25 25 25          0  0  0          -1.00           -1.0       -1.0         -1.00              -1.0           -1.0              0               0           1.0       1.0           0.0           0.600              -1.0         -1.0            0.0            0.0            0.0           -1.0             -1.0           -1.0               -1.0                 1.00                 -1.0             -1.0         2.0       0
vlads                              -1.0          -1.0            -1.0           -1.0          200 185 125 200 7.0  185 180 175 200 4.0          0   0   0 255  0                 1.00           0  0  0  0     0  0  0  0                                   1          10              0                -1.0         -1.0          -1.0              -1.0                  -1.0              -1.0           25 25 25          0  0  0          -1.00           -1.0       -1.0         -1.00              -1.0           -1.0              0               0           1.0       1.0           0.0           0.600              -1.0         -1.0            0.0            0.0            0.0           -1.0             -1.0           -1.0               -1.0                 1.00                 -1.0             -1.0         2.0       0
generic                            -1.0          -1.0            -1.0           -1.0          0   0   0   0  0      0   0   0   0  0            0   0   0   0  0                 1.00           0  0  0  0     0  0  0  0                                   0          10              0                -1.0         -1.0          -1.0              -1.0                  -1.0              -1.0           25 25 25          0  0  0           1.00            1.0        1.0          1.00               1.0           1.00              0               0           1.0       1.0           0.0            -1.0              -1.0         -1.0            0.0            0.0            0.0           -1.0             -1.0           -1.0               -1.0                -1.0                  -1.0             -1.0         2.0       0
jamcafe                            -1.0         500.0           300.0          300.0          200 185 125 200 7.0  185 180 175 200 4.0          0   0   0 255  0                 1.00           0  0  0  0     0  0  0  0                                   1          10              0                -1.0         -1.0          -1.0              -1.0                  -1.0              -1.0           25 25 25          0  0  0          -1.00           -1.0       -1.0         -1.00              -1.0           -1.0              0               0           1.0       1.0           0.0           0.600              -1.0         -1.0            0.0            0.0            0.0           -1.0             -1.0           -1.0               -1.0                 1.00                 -1.0             -1.0         2.0       0
ten_str                            -1.0          -1.0            99.0          100.0          200 185 125 200 7.0  185 180 175 200 4.0          0   0   0 255  0                 1.00           0  0  0  0     0  0  0  0                                   1          10              0                -1.0         -1.0          -1.0              -1.0                  -1.0              -1.0           25 25 25          0  0  0          -1.00           -1.0       -1.0         -1.00              -1.0           -1.0              0               0           1.0       1.0           0.0           0.600              -1.0         -1.0            0.0            0.0            0.0           -1.0             -1.0           -1.0               -1.0                 1.00                 -1.0             -1.0         2.0       0
playboyx                           -1.0          -1.0           200.0          250.0          165 170 175 200 8.0  180 180 180 200 4.0          0   0   0 255  0                 1.00           0  0  0  0     0  0  0  0                                   1          10              0                -1.0         -1.0          -1.0              -1.0                  -1.0              -1.0       -1.0 -1.0 -1.0        0  0  0          -1.00           -1.0       -1.0         -1.00              -1.0           -1.0              0               0           1.0       1.0           0.0           0.600              -1.0         -1.0            0.0            0.0            0.0           -1.0             -1.0           -1.0               -1.0                 1.00                 -1.0             -1.0         2.0       0
browner                            -1.0          -1.0           300.0           -1.0          200 185 125 200 7.0  185 180 175 200 4.0          0   0   0 255  0                 1.00           0  0  0  0     0  0  0  0                                   1          10              0                -1.0         -1.0          -1.0              -1.0                  -1.0              -1.0           25 25 25          0  0  0          -1.00           -1.0       -1.0         -1.00              -1.0           -1.0              0               0           1.0       1.0           0.0           0.600              -1.0         -1.0            0.0            0.0            0.0           -1.0             -1.0           -1.0               -1.0                 1.00                 -1.0             -1.0         2.0       0
limo                               -1.0          -1.0           300.0           -1.0          200 185 125 200 7.0  185 180 175 200 4.0          0   0   0 255  0                 1.00           0  0  0  0     0  0  0  0                                   1          10              0                -1.0         -1.0          -1.0              -1.0                  -1.0              -1.0           25 25 25          0  0  0          -1.00           -1.0       -1.0         -1.00              -1.0           -1.0              0               0           1.0       1.0           0.0           0.600              -1.0         -1.0            0.0            0.0            0.0           -1.0             -1.0           -1.0               -1.0                 1.00                 -1.0             -1.0         2.0       0
STEVETUNNEL                        -1.0          -1.0            -1.0           -1.0          200 185 125 200 7.0  185 180 175 200 4.0          0   0   0 255  0                 1.00           0  0  0  0     0  0  0  0                                   1          10              0                -1.0         -1.0          -1.0              -1.0                  -1.0              -1.0           25 25 25          0  0  0          -1.00           -1.0       -1.0         -1.00              -1.0           -1.0              0               0           1.0       1.0           0.0           0.600              -1.0         -1.0            0.0            0.0            0.0           -1.0             -1.0           -1.0               -1.0                 1.00                 -1.0             -1.0         2.0       0
SUBWAY                             -1.0         200.0           100.0          150.0          200 185 125 200 7.0  185 180 175 200 4.0          0   0   0 255  0                 1.00           0  0  0  0     0  0  0  0                                   1          10              0                -1.0         -1.0          -1.0              -1.0                  -1.0              -1.0           25 25 25          0  0  0          -1.00           -1.0       -1.0         -1.00              -1.0           -1.0              0               0           1.0       1.0           0.0           0.600              -1.0         -1.0            0.0            0.0            0.0           -1.0             -1.0           -1.0               -1.0                 1.00                 -1.0             -1.0         2.0       0
SUBWAY_STATION                     -1.0         200.0           100.0          150.0          200 185 125 200 7.0  185 180 175 200 4.0          0   0   0 255  0                 1.00           0  0  0  0     0  0  0  0                                   1          10              0                -1.0         -1.0          -1.0              -1.0                  -1.0              -1.0           25 25 25          0  0  0          -1.00           -1.0       -1.0         -1.00              -1.0           -1.0              0               0           1.0       1.0           0.0           0.600              -1.0         -1.0            0.0            0.0            0.0           -1.0             -1.0           -1.0               -1.0                 1.00                 -1.0             -1.0         2.0       0
CARPARK                            -1.0          -1.0            -1.0           -1.0          0   0   0   0  0      0   0   0   0  0            0   0   0   0  0                 1.00           0  0  0  0     0  0  0  0                                   0          10              0                -1.0         -1.0          -1.0              -1.0                  -1.0              -1.0           25 25 25          0  0  0           1.00            1.0        1.0          1.00               1.0           1.00              0               0           1.0       1.0           0.0            -1.0              -1.0         -1.0            0.0            0.0            0.0           -1.0             -1.0           -1.0               -1.0                -1.0                  -1.0             -1.0         2.0       0
RomansFl                           -1.0          -1.0           300.0           -1.0          200 185 125 200 7.0  185 180 175 200 4.0          0   0   0 255  0                 1.00           0  0  0  0     0  0  0  0                                   1          10              0                -1.0         -1.0          -1.0              -1.0                  -1.0              -1.0           25 25 25          0  0  0          -1.00           -1.0       -1.0         -1.00              -1.0           -1.0              0               0           1.0       1.0           0.0           0.600              -1.0         -1.0            0.0            0.0            0.0           -1.0             -1.0           -1.0               -1.0                 1.00                 -1.0             -1.0         2.0       0
rscafe                             -1.0         500.0           300.0           -1.0          200 185 125 200 7.0  185 180 175 200 4.0          0   0   0 255  0                 1.00           0  0  0  0     0  0  0  0                                   1          10              0                -1.0         -1.0          -1.0              -1.0                  -1.0              -1.0           25 25 25          0  0  0          -1.00           -1.0       -1.0         -1.00              -1.0           -1.0              0               0           1.0       1.0           0.0           0.600              -1.0         -1.0            0.0            0.0            0.0           -1.0             -1.0           -1.0               -1.0                 1.00                 -1.0             -1.0         2.0       0
bernies                            -1.0         500.0           300.0          310.0          200 185 125 200 7.0  185 180 175 200 4.0          0   0   0 255  0                 1.00           0  0  0  0     0  0  0  0                                   1          10              0                -1.0         -1.0          -1.0              -1.0                  -1.0              -1.0           25 25 25          0  0  0          -1.00           -1.0       -1.0         -1.00              -1.0           -1.0              0               0           1.0       1.0           0.0           0.600              -1.0         -1.0            0.0            0.0            0.0           -1.0             -1.0           -1.0               -1.0                 1.00                 -1.0             -1.0         2.0       0
Factorytest                        -1.0          -1.0           351.0          352.0          200 185 125 200 7.0  185 180 175 200 4.0          0   0   0 255  0                 1.00           0  0  0  0     0  0  0  0                                   1          10              0                -1.0         -1.0          -1.0              -1.0                  -1.0              -1.0           25 25 25          0  0  0          -1.00           -1.0       -1.0         -1.00              -1.0           -1.0              0               0           1.0       1.0           0.0           0.600              -1.0         -1.0            0.0            0.0            0.0           -1.0             -1.0           -1.0               -1.0                 1.00                 -1.0             -1.0         2.0       0
Factory                            -1.0         684.0           351.0          352.0          200 185 125 200 7.0  185 180 175 200 4.0          0   0   0 255  0                 1.00           0  0  0  0     0  0  0  0                                   1          10              0                -1.0         -1.0          -1.0              -1.0                  -1.0              -1.0           25 25 25          0  0  0          -1.00           -1.0       -1.0         -1.00              -1.0           -1.0              0               0           1.0       1.0           0.0           0.600              -1.0         -1.0            0.0            0.0            0.0           -1.0             -1.0           -1.0               -1.0                 1.00                 -1.0             -1.0         2.0       0
bens2                              -1.0          -1.0           200.0           -1.0          200 185 125 200 7.0  185 180 175 200 4.0          0   0   0 255  0                 1.00           0  0  0  0     0  0  0  0                                   1          10              0                -1.0         -1.0          -1.0              -1.0                  -1.0              -1.0           25 25 25          0  0  0          -1.00           -1.0       -1.0         -1.00              -1.0           -1.0              0               0           1.0       1.0           0.0           0.600              -1.0         -1.0            0.0            0.0            0.0           -1.0             -1.0           -1.0               -1.0                 1.00                 -1.0             -1.0         2.0       0
Hospital                            1.0         800.0           100.0           -1.0          200 185 125 200 7.0  185 180 175 200 4.0          0   0   0 255  0                 1.00           0  0  0  0     0  0  0  0                                   1          10              0                -1.0         -1.0          -1.0              -1.0                  -1.0              -1.0           25 25 25          0  0  0          -1.00           -1.0       -1.0         -1.00              -1.0           -1.0              0               0           1.0       1.0           0.0           0.600              -1.0         -1.0            0.0            0.0            0.0           -1.0             -1.0           -1.0               -1.0                 1.00                 -1.0             -1.0         2.0       0
Museum2                            -1.0          -1.0           351.0          352.0          200 185 125 200 7.0  185 180 175 200 4.0          0   0   0 255  0                 1.00           0  0  0  0     0  0  0  0                                   1          10              0                -1.0         -1.0          -1.0              -1.0                  -1.0              -1.0           25 25 25          0  0  0          -1.00           -1.0       -1.0         -1.00              -1.0           -1.0              0               0           1.0       1.0           0.0           0.600              -1.0         -1.0            0.0            0.0            0.0           -1.0             -1.0           -1.0               -1.0                 1.00                 -1.0             -1.0         2.0       0
Bada                               60.0          60.0            30.0           30.0          200 185 125 200 7.0  185 180 175 200 4.0          0   0   0 255  0                 1.00           0  0  0  0     0  0  0  0                                   1          10              0                -1.0         -1.0          -1.0              -1.0                  -1.0              -1.0           25 25 25          0  0  0          -1.00           -1.0       -1.0         -1.00              -1.0           -1.0              0               0           1.0       1.0           0.0           0.600              -1.0         -1.0            0.0            0.0            0.0           -1.0             -1.0           -1.0               -1.0                 1.00                 -1.0             -1.0         2.0       0
Badamine                           -1.0          -1.0           300.0           -1.0          200 185 125 200 7.0  185 180 175 200 4.0          0   0   0 255  0                 1.00           0  0  0  0     0  0  0  0                                   1          10              0                -1.0         -1.0          -1.0              -1.0                  -1.0              -1.0           25 25 25          0  0  0          -1.00           -1.0       -1.0         -1.00              -1.0           -1.0              0               0           1.0       1.0           0.0           0.600              -1.0         -1.0            0.0            0.0            0.0           -1.0             -1.0           -1.0               -1.0                 1.00                 -1.0             -1.0         2.0       0
DrugDen                            -1.0         500.0           300.0           -1.0          200 185 125 200 7.0  185 180 175 200 4.0          0   0   0 255  0                 1.00           0  0  0  0     0  0  0  0                                   1          10              0                -1.0         -1.0          -1.0              -1.0                  -1.0              -1.0           25 25 25          0  0  0          -1.00           -1.0       -1.0         -1.00              -1.0           -1.0              0               0           1.0       1.0           0.0           0.600              -1.0         -1.0            0.0            0.0            0.0           -1.0             -1.0           -1.0               -1.0                 1.00                 -1.0             -1.0         2.0       0
Bank3                              -1.0          -1.0           420.0          470.0          200 185 125 200 7.0  185 180 175 200 4.0          0   0   0 255  0                 1.00           0  0  0  0     0  0  0  0                                   1          10              0                -1.0         -1.0          -1.0              -1.0                  -1.0              -1.0           25 25 25          0  0  0          -1.00           -1.0       -1.0         -1.00              -1.0           -1.0              0               0           1.0       1.0           0.0           0.600              -1.0         -1.0            0.0            0.0            0.0           -1.0             -1.0           -1.0               -1.0                 1.00                 -1.0             -1.0         2.0       0
Chase                              -1.0         500.0           300.0          350.0          200 185 125 200 7.0  185 180 175 200 4.0          0   0   0 255  0                 1.00           0  0  0  0     0  0  0  0                                   1          10              0                -1.0         -1.0          -1.0              -1.0                  -1.0              -1.0           25 25 25          0  0  0          -1.00           -1.0       -1.0         -1.00              -1.0           -1.0              0               0           1.0       1.0           0.0           0.600              -1.0         -1.0            0.0            0.0            0.0           -1.0             -1.0           -1.0               -1.0                 1.00                 -1.0             -1.0         2.0       0
