// Refer to timecycext.dat for information on each parameter.
// A value of -1.0 means that the timecyc values are not overridden.

//                       VolFogDensity    VolFogHeightFalloff    VolFogAltitudeTweak    VolFogPower    SSIntensity    CHSSLightSize
Bank3                    0.004            0.01                   0.7                    2.0            -1.0           -1.0
Chase                    0.004            0.01                   0.7                    2.0            -1.0           -1.0
sexshop                  0.004            0.01                   0.7                    2.0            -1.0           -1.0
Diner                    0.004            0.01                   0.7                    2.0            -1.0           -1.0
hospitallobby            0.004            0.01                   0.7                    2.0            -1.0           -1.0
Trespass                 0.01             0.01                   0.7                    1.0            -1.0           -1.0
ritz                     0.004            0.01                   0.7                    2.0            -1.0           -1.0
ritzf3                   0.004            0.01                   0.7                    2.0            -1.0           -1.0
ritzpen                  0.004            0.01                   0.7                    2.0            -1.0           -1.0
intcafe                  0.004            0.01                   0.7                    2.0            -1.0           -1.0
firedept                 0.004            0.01                   0.7                    2.0            -1.0           -1.0
deal                     0.004            0.01                   0.7                    2.0            -1.0           -1.0
korrest                  0.004            0.01                   0.7                    2.0            -1.0           -1.0
korbar                   0.004            0.01                   0.7                    2.0            -1.0           -1.0
korkitch                 0.004            0.01                   0.7                    2.0            -1.0           -1.0
apart                    0.004            0.01                   0.7                    2.0            -1.0           -1.0
parktoilet               0.004            0.01                   0.7                    2.0            -1.0           -1.0
HarlemProjects           0.004            0.01                   0.7                    2.0            -1.0           -1.0
HarlemDrug               0.004            0.01                   0.7                    2.0            -1.0           -1.0
JerSave                  0.004            0.01                   0.7                    2.0            -1.0           -1.0
burgershot               0.004            0.01                   0.7                    2.0            -1.0           -1.0
burgershotold            0.004            0.01                   0.7                    2.0            -1.0           -1.0
HarlemTopFloor           0.004            0.01                   0.7                    2.0            -1.0           -1.0
Irishbar                 0.004            0.01                   0.7                    2.0            -1.0           -1.0
boatcabs                 0.004            0.01                   0.7                    2.0            -1.0           -1.0
corplobby                0.004            0.01                   0.7                    2.0            -1.0           -1.0
binco                    0.004            0.01                   0.7                    2.0            -1.0           -1.0
gazwarehouse             0.004            0.01                   0.7                    2.0            -1.0           -1.0
bruciechopshop           0.004            0.01                   0.7                    2.0            -1.0           -1.0
playboyxlobby            0.004            0.01                   0.7                    2.0            -1.0           -1.0
statuestair              0.004            0.01                   0.7                    2.0            -1.0           -1.0
waste                    0.004            0.01                   0.7                    2.0            -1.0           -1.0
Bowl                     0.004            0.01                   0.7                    2.0            -1.0           -1.0
GunShop                  0.004            0.01                   0.7                    2.0            -1.0           -1.0
chinagun                 0.004            0.01                   0.7                    2.0            -1.0           -1.0
harlem_ten               0.004            0.01                   0.7                    2.0            -1.0           -1.0
sw_har_decor             0.004            0.01                   0.7                    2.0            -1.0           -1.0
sw_har_psh               0.004            0.01                   0.7                    2.0            -1.0           -1.0
ten_standard             0.004            0.01                   0.7                    2.0            -1.0           -1.0
ten_ornate               0.004            0.01                   0.7                    2.0            -1.0           -1.0
ten_modern               0.004            0.01                   0.7                    2.0            -1.0           -1.0
cluckinbell              0.004            0.01                   0.7                    2.0            -1.0           -1.0
Casino                   0.004            0.01                   0.7                    2.0            -1.0           -1.0
limooffice               0.004            0.01                   0.7                    2.0            -1.0           -1.0
DrugDenStair             0.004            0.01                   0.7                    2.0            -1.0           -1.0
project                  0.004            0.01                   0.7                    2.0            -1.0           -1.0
DwayneApart              0.004            0.01                   0.7                    2.0            -1.0           -1.0
stair1                   0.004            0.01                   0.7                    2.0            -1.0           -1.0
stair2                   0.004            0.01                   0.7                    2.0            -1.0           -1.0
MH8_carpark              0.004            0.01                   0.7                    2.0            -1.0           -1.0
MH8_Savehouse            0.004            0.01                   0.7                    2.0            -1.0           -1.0
MH8_Showroom             0.004            0.01                   0.7                    2.0            -1.0           -1.0
STUDIO_APART01           0.004            0.01                   0.7                    2.0            -1.0           -1.0
projectStair             0.004            0.01                   0.7                    2.0            -1.0           -1.0
lightning                -1.0             -1.0                   -1.0                   -1.0           -1.0           -1.0
playersettings           0.004            0.01                   0.7                    2.0            -1.0           -1.0
playersettings2          0.004            0.01                   0.7                    2.0            -1.0           -1.0
sniper                   -1.0             -1.0                   -1.0                   -1.0           -1.0           -1.0
sniper_ini               -1.0             -1.0                   -1.0                   -1.0           -1.0           -1.0
binocular                -1.0             -1.0                   -1.0                   -1.0           -1.0           -1.0
injured                  -1.0             -1.0                   -1.0                   -1.0           -1.0           -1.0
fast                     -1.0             -1.0                   -1.0                   -1.0           -1.0           -1.0
death                    -1.0             -1.0                   -1.0                   -1.0           -1.0           -1.0
death2                   -1.0             -1.0                   -1.0                   -1.0           -1.0           -1.0
death3                   -1.0             -1.0                   -1.0                   -1.0           -1.0           -1.0
train_int                -1.0             -1.0                   -1.0                   -1.0           -1.0           -1.0
busted                   -1.0             -1.0                   -1.0                   -1.0           -1.0           -1.0
cabaret                  0.004            0.01                   0.7                    2.0            -1.0           -1.0
lobby2office             0.004            0.01                   0.7                    2.0            -1.0           -1.0
lobby2                   0.004            0.01                   0.7                    2.0            -1.0           -1.0
Police                   -1.0             -1.0                   -1.0                   -1.0           -1.0           -1.0
SUBWAYSERV               0.004            0.01                   0.7                    2.0            -1.0           -1.0
SUBWAYENT                0.004            0.01                   0.7                    2.0            -1.0           -1.0
SUBWAY_N                 0.004            0.01                   0.7                    2.0            -1.0           -1.0
SUBWAY_E                 0.004            0.01                   0.7                    2.0            -1.0           -1.0
SUBWAY_S                 0.004            0.01                   0.7                    2.0            -1.0           -1.0
SUBWAY_W                 0.004            0.01                   0.7                    2.0            -1.0           -1.0
NIGHTSHADE               0.004            0.01                   0.7                    2.0            -1.0           -1.0
PIZZAREST                0.004            0.01                   0.7                    2.0            -1.0           -1.0
PIZZAREST2               -1.0             -1.0                   -1.0                   -1.0           -1.0           -1.0
BRUCIE_STUDIO            0.004            0.01                   0.7                    2.0            -1.0           -1.0
church                   0.004            0.01                   0.7                    2.0            -1.0           -1.0
Faustins                 0.004            0.01                   0.7                    2.0            -1.0           -1.0
Faustinsbase             0.004            0.01                   0.7                    2.0            -1.0           -1.0
LittleJacobs             0.004            0.01                   0.7                    2.0            -1.0           -1.0
Prison                   0.004            0.01                   0.7                    2.0            -1.0           -1.0
BernieCrane              0.004            0.01                   0.7                    2.0            -1.0           -1.0
McRearyHouse             0.004            0.01                   0.7                    2.0            -1.0           -1.0
CopshopOffice            0.004            0.01                   0.7                    2.0            -1.0           -1.0
Michelles                0.004            0.01                   0.7                    2.0            -1.0           -1.0
sopranos                 0.004            0.01                   0.7                    2.0            -1.0           -1.0
Manny                    0.0              0.01                   0.7                    2.0            -1.0           -1.0
CIAoffice                0.004            0.01                   0.7                    2.0            -1.0           -1.0
portacabin               0.004            0.01                   0.7                    2.0            -1.0           -1.0
comclub                  0.004            0.01                   0.7                    2.0            -1.0           -1.0
elizabetas               0.004            0.01                   0.7                    2.0            -1.0           -1.0
fau3_a                   0.004            0.01                   0.7                    2.0            -1.0           -1.0
imbhst                   0.004            0.01                   0.7                    2.0            -1.0           -1.0
em_4b                    0.004            0.01                   0.7                    2.0            -1.0           -1.0
g_1                      0.004            0.01                   0.7                    2.0            -1.0           -1.0
g_2                      0.004            0.01                   0.7                    2.0            -1.0           -1.0
g_3                      0.004            0.01                   0.7                    2.0            -1.0           -1.0
em_4                     0.004            0.01                   0.7                    2.0            -1.0           -1.0
df_2                     0.004            0.01                   0.7                    2.0            -1.0           -1.0
df_3                     0.004            0.01                   0.7                    2.0            -1.0           -1.0
lilj1_a                  -1.0             -1.0                   -1.0                   -1.0           -1.0           -1.0
imfau6                   0.004            0.01                   0.7                    2.0            -1.0           -1.0
imfau2                   0.004            0.01                   0.7                    2.0            -1.0           -1.0
wedint                   0.004            0.01                   0.7                    2.0            -1.0           -1.0
gm_2                     0.004            0.01                   0.7                    2.0            -1.0           -1.0
br_1                     0.004            0.01                   0.7                    2.0            -1.0           -1.0
br_4                     0.004            0.01                   0.7                    2.0            -1.0           -1.0
px_2                     0.004            0.01                   0.7                    2.0            -1.0           -1.0
pxdf                     0.004            0.01                   0.7                    2.0            -1.0           -1.0
rb_4b                    0.004            0.01                   0.7                    2.0            -1.0           -1.0
vla1_a                   0.004            0.01                   0.7                    2.0            -1.0           -1.0
vla2_a                   0.004            0.01                   0.7                    2.0            -1.0           -1.0
vla4_a                   0.004            0.01                   0.7                    2.0            -1.0           -1.0
rom8_b                   0.004            0.01                   0.7                    2.0            -1.0           -1.0
pm_3                     0.004            0.01                   0.7                    2.0            -1.0           -1.0
em_1                     0.0              0.01                   0.7                    2.0            -1.0           -1.0
em_2                     0.0              0.01                   0.7                    2.0            -1.0           -1.0
em_3                     0.004            0.01                   0.7                    2.0            -1.0           -1.0
em_5                     0.0              0.01                   0.7                    2.0            -1.0           -1.0
em_7                     0.004            0.01                   0.7                    2.0            -1.0           -1.0
fau4_a                   0.004            0.01                   0.7                    2.0            -1.0           -1.0
show_1                   0.004            0.01                   0.7                    2.0            -1.0           -1.0
show_2                   0.004            0.01                   0.7                    2.0            -1.0           -1.0
show_3                   0.004            0.01                   0.7                    2.0            -1.0           -1.0
show_4                   0.004            0.01                   0.7                    2.0            -1.0           -1.0
show_5                   0.004            0.01                   0.7                    2.0            -1.0           -1.0
show_6                   0.004            0.01                   0.7                    2.0            -1.0           -1.0
show_7                   0.004            0.01                   0.7                    2.0            -1.0           -1.0
show_8                   0.004            0.01                   0.7                    2.0            -1.0           -1.0
rb_4                     0.004            0.01                   0.7                    2.0            -1.0           -1.0
j_1                      0.004            0.01                   0.7                    2.0            -1.0           -1.0
rp_13                    0.004            0.01                   0.7                    2.0            -1.0           -1.0
rom2_a                   0.0              0.01                   0.7                    2.0            -1.0           -1.0
rom3_a                   0.0              0.01                   0.7                    2.0            -1.0           -1.0
rom5_a                   0.0              0.01                   0.7                    2.0            -1.0           -1.0
rom6_a                   0.0              0.01                   0.7                    2.0            -1.0           -1.0
rom8_a                   0.0              0.01                   0.7                    2.0            -1.0           -1.0
r_9                      0.0              0.01                   0.7                    2.0            -1.0           -1.0
Classic                  -1.0             -1.0                   -1.0                   -1.0           -1.0           -1.0
Tweaked                  -1.0             -1.0                   -1.0                   -1.0           -1.0           -1.0
Cinema                   -1.0             -1.0                   -1.0                   -1.0           -1.0           -1.0
Verte                    -1.0             -1.0                   -1.0                   -1.0           -1.0           -1.0
Hot                      -1.0             -1.0                   -1.0                   -1.0           -1.0           -1.0
Steel                    -1.0             -1.0                   -1.0                   -1.0           -1.0           -1.0
Psyche                   -1.0             -1.0                   -1.0                   -1.0           -1.0           -1.0
Romantic                 -1.0             -1.0                   -1.0                   -1.0           -1.0           -1.0
Sepia                    -1.0             -1.0                   -1.0                   -1.0           -1.0           -1.0
Muddy                    -1.0             -1.0                   -1.0                   -1.0           -1.0           -1.0
Neon                     -1.0             -1.0                   -1.0                   -1.0           -1.0           -1.0
Rouge                    -1.0             -1.0                   -1.0                   -1.0           -1.0           -1.0
Bronze                   -1.0             -1.0                   -1.0                   -1.0           -1.0           -1.0
Ulraviolet               -1.0             -1.0                   -1.0                   -1.0           -1.0           -1.0
Eclipse                  -1.0             -1.0                   -1.0                   -1.0           -1.0           -1.0
Noire                    -1.0             -1.0                   -1.0                   -1.0           -1.0           -1.0
colors                   -1.0             -1.0                   -1.0                   -1.0           -1.0           -1.0
Vintage                  -1.0             -1.0                   -1.0                   -1.0           -1.0           -1.0
Fire                     -1.0             -1.0                   -1.0                   -1.0           -1.0           -1.0
Sketch                   -1.0             -1.0                   -1.0                   -1.0           -1.0           -1.0
