//EXTRASUNNY
//Midnight
255 215 138  117 225 255  227 170 100  -1  0  0  3 87 255  255 255 255  -1  -1  -1  -1  1  1500  73  119 120 120  105 105 105  7 19 23 125  0.19  0  0.61  2.88  115 122 113  0 0 0  0.7  1  0.92  0.82  1  0.96  16  128  1.46  256  0.11  77  14.75  6.25  8.5  11.5  13  10  0.46  0.412 0.573 0.78  0.871 0.741 0.486  1 0.872 0.698  0.31 0.31 0.361  1  1.298  0.37  -1  -1  0.29 0.287 0.282  0.102  1.243  0  0.132  -1 0.757  8  0.667  1.7  -1  0.354  0.4  0.124  0.425  1.265  0 0 0  0.14  0.941 0.829 0.49  0.164  5  0  0.685  0  24 25 26  0  0  -1  -1  0.032  0  130.75  -1  -1  0  1  1  0.8  1  1  1  0.75  2  1  1
//6PM
163 175 255  255 189 122  252 246 235  -1  0  0  212 82 217  255 255 255  -1  -1  -1  -1  1  1500  100  58 72 40  199 230 196  6 17 18 240  0.14  0.16  0.62  4.3  130 120 98  0 0 0  0.63  1  0.6  0.51  1  0.9  16  128  1.53  256  0.1  217  17  4.75  5  13  13  10  0.36  0.396 0.568 0.788  0.902 0.902 0.902  0.902 0.902 0.902  0 0 1  1  16.66  0.155  -1  -1  0.29 0.29 0.29  0.102  1.066  0  0.132  -1 0  8  0.667  1.7  -1  0.354  0.354  0.5  0.4  0.435  0.102 0.102 0.102  1.265  0.659 0.656 0.655  0  1.7  0  0.685  0  24 25 26  0  0  -1  -1  0  0.296  1000  -1  -1  0.2  1  1  1  1  1  1  0.7  2  1  1
//7PM
255 224 166  0 200 255  255 211 158  -1  0  24  140 178 255  255 255 255  -1  -1  -1  -1  1  1500  73  119 120 120  105 105 105  15 15 15 239  0.14  0.43  0.63  2.43  138 108 69  0 0 0  0.75  1  0.72  0.82  1  1.18  16  128  1.46  256  0.17  77  13  5.5  4.5  11.25  13  10  0.4  0.729 0.848 1  0.871 0.741 0.486  1 0.872 0.698  0.588 0.588 1  1  4.32  0.495  -1  -1  0.49 0.473 0.447  0.396  1.296  0.252  0.132  -1 0.757  8  0.667  1.7  -1  0.088  0.4  0.124  0.89  1.265  0.8 0.8 0.8  0.14  0.949 0.902 0.761  0.164  8  0  0.685  0  24 25 26  0  0  -1  -1  0  0  1000  -1  -1  0.225  1  1.05  1  1  1  1  0.6  2  1  1
//8PM
255 230 166  255 143 0  255 205 158  -1  0  24  255 230 140  255 255 255  -1  -1  -1  -1  1  1500  73  119 120 120  105 105 105  28 28 28 239  0.14  0.43  0.63  2.43  138 108 69  0 0 0  0.75  1  0.72  0.82  1  1.18  16  128  1.46  256  0.17  77  13  5.5  4.5  11.25  13  10  0.4  0.729 0.854 1  0.871 0.871 0.871  1 0.899 0.698  0.588 0.706 1  1  4.32  0.788  -1  -1  0.49 0.49 0.49  0.396  1.296  0.252  0.132  -1 0.757  8  0.667  1.7  -1  0.088  0.4  0.124  0.89  1.265  0.8 0.8 0.8  0.14  0.949 0.852 0.761  0.164  8  0  0.685  0  24 25 26  0  0  -1  -1  0  0  1000  -1  -1  0.225  1  1.05  1  1  1  1  0.7  2  1  1
//9PM
166 211 255  255 129 0  158 255 251  -1  0  24  255 219 140  255 255 255  -1  -1  -1  -1  1  1500  73  119 120 120  105 105 105  20 20 20 239  0.58  0.43  0.63  2.43  138 108 69  0 0 0  0.75  1  0.72  0.82  1  1.18  16  128  3.66  256  0.17  77  6.5  2.25  2.25  4  13  10  0.4  0.545 0.618 0.69  0.486 0.755 0.871  1 1 1  0.588 0.794 1  1  4.32  0.788  -1  -1  0.447 0.476 0.49  0.396  1.296  0.252  0.132  -1 0.757  8  0.667  1.7  -1  0.088  0.4  0.124  0.89  1.265  0.071 0.071 0.071  0.14  0.761 0.868 0.949  0.164  8  0  0.685  0  24 25 26  0  0  -1  -1  0  0  1000  -1  -1  0.225  1  1.05  0.8  1  1  1  0.7  2  1  1
//10PM
96 143 184  30 89 217  177 161 42  -1  0  116  135 255 0  0 0 0  -1  -1  -1  -1  1.2  1500  50.77  35 9 10  26 30 36  43 53 54 154  2.66  0.31  0.71  4.92  107 133 138  0 0 0  0.34  1  0.76  0.83  1  1.24  15.67  181.86  19.86  255.19  0.1  0  2.75  3.51  3.57  1.84  0  0  1.382  0.494 0.494 0.494  1 1 1  0.753 0.753 0.753  0.361 0.361 0.361  1  4.976  0.162  -1  -1  0.435 0.435 0.435  0.603  0.998  0.265  0.132  -1 0.757  8  0.667  1.7  -1  0.088  0.675  0.124  0.89  1.265  0.666 0.666 0.666  0.063  0.886 0.886 0.886  0.624  6.9  0.32  0.18  0.029  24.962 25 26  0.114  1.057  -1  -1  0  0  1000  -1  -1  0.126  0.314  3.498  0.75  1  1  1  0.8  2  1  1

//SUNNY
//Midnight
141 178 182  144 180 176  59 173 255  -1  0  0  13 13 13  0 0 0  -1  -1  -1  -1  1  1500  50  35 9 10  26 30 36  0 26 59 150  2.4  0.63  0.7  4.45  128 128 128  0 0 0  0.65  1  0.77  0.62  1  1.2  15  348.75  19.88  256  0.1  0  2  3.92  3.93  3.05  0  0  0.643  0.22 0.22 0.22  1 1 1  0 0 0  0.361 0.361 0.361  1  11.205  0  -1  -1  0.31 0.31 0.31  0.368  0.998  1.07  0.132  -1 0.757  8  0.667  1.7  -1  0.088  1.513  0.124  0.89  1.265  0.259 0.259 0.259  0.14  0.953 0.953 0.953  0.164  8  0.359  0.174  0.256  0 0 0  0  4  -1  -1  0  0  1000  -1  -1  0.1  0.25  3.825  0.8  1  1  1  0.9  2  1  1
//5AM
141 163 182  144 148 180  59 206 255  -1  0  0  13 13 13  0 0 0  -1  -1  -1  -1  1  1500  50  35 9 10  26 30 36  45 55 55 150  2.4  0.63  0.7  4.45  128 128 128  0 0 0  0.65  1  0.77  0.62  1  1.2  15  348.75  19.88  256  0.1  0  2  3.92  3.93  3.05  0  0  0.643  0.22 0.22 0.22  1 1 1  0 0 0  0.361 0.361 0.361  1  11.205  0  -1  -1  0.31 0.31 0.31  0.368  0.998  1.07  0.132  -1 0.757  8  0.667  1.7  -1  0.088  1.513  0.124  0.89  1.265  0.259 0.259 0.259  0.14  0.412 0.412 0.412  0.164  8  0.359  0.174  0.256  0 0 0  0  4  -1  -1  0  0  1000  -1  -1  0.1  0.25  2.775  0.8  1  1  1  0.9  2  1  1
//6AM
141 159 151  247 218 108  255 148 8  -1  0  22  191 200 160  250 0 0  -1  -1  -1  -1  1  1500  100  58 72 40  179 148 88  0 40 60 240  0.93  0  0.46  1.84  101 130 109  0 0 0  0.43  1  0.75  1  1  1.18  16  128  9.93  234.82  0.2  0  8.41  7.21  7.8  11  7.25  2  0.46  0.722 0.859 1  1 0.934 0.812  0.698 0.849 1  0.361 0.361 0.361  1  6.613  0.215  -1  -1  0.478 0.478 0.478  0.368  0.998  0  0.132  -1 0.757  8  0.667  1.7  -1  0.088  0.4  0.124  0.89  1.265  0.8 0.8 0.8  0.14  0.953 0.953 0.953  0.164  25  0  0.685  0  24 25 26  0  0  -1  -1  0  0  1000  -1  -1  0.15  1  1  1.4  1  1  1  0.8  2  1  1
//7AM
255 227 166  250 135 42  255 148 41  -1  0  24  255 255 255  255 255 255  -1  -1  -1  -1  1  1500  73  119 120 120  105 105 105  20 20 20 239  0.14  0  0.61  2.88  122 110 94  0 0 0  0.66  1  0.71  0.82  1  1.18  16  128  1.46  256  0.17  77  20.75  4  4.5  12.75  13  10  0.4  0.678 0.839 1  0.871 0.7 0.384  0.698 0.963 1  1 1 1  1  1.86  0.203  -1  -1  0.478 0.478 0.478  0.396  1.296  0.252  0.132  -1 0.757  8  0.667  1.7  -1  0.088  0.4  0.124  0.89  1.265  0.8 0.8 0.8  0.14  0.953 0.953 0.953  0.164  25  0  0.685  0  24 25 26  0  0  -1  -1  0  0  1000  -1  -1  0.225  1  1.05  1  1  1  1  0  2  1  1
//9AM
50 199 184  235 147 75  255 208 163  -1  0  44  51 150 255  255 255 255  -1  -1  -1  -1  1  1500  147.1  119 120 120  105 105 105  0 0 0 239  0.2  0  0.61  2.87  109 120 122  0 0 0  0.71  1  0.8  1  1  1.18  15.94  127.65  1.47  255.43  0.1  77  10.25  4  4  8  1.5  9  0.458  0.529 0.758 0.91  1 0.982 0.949  0.698 0.814 1  0.361 0.361 0.361  1  1.86  0.451  -1  -1  0.561 0.478 0.408  0.396  1.434  0.285  0.132  -1 1  6.272  0.548  0.378  -1  0.373  0.4  0.124  0.89  1.265  0.89 0.89 0.89  0.14  0.941 0.82 0.706  1  8  0  0.685  0  24 25 26  0  0  -1  -1  0  0  1000  -1  -1  0.3  1  1.5  0.8  1  1  1  0.725  2  1  1
//Midday
199 173 121  209 227 240  255 242 194  -1  0  44  255 179 51  255 255 255  -1  -1  -1  -1  1  1500  147.1  119 120 120  105 105 105  0 0 0 239  0.2  0  0.61  2.87  109 120 122  0 0 0  0.76  1  0.8  1  1  1.18  15.94  127.65  1.47  255.43  0.1  77  10.25  4  4  8  1.5  9  0.458  0.682 0.792 0.91  0.949 0.982 1  0.698 0.981 1  0.31 0.349 0.361  1  1.95  0.361  -1  -1  0.561 0.561 0.561  0.396  1.434  0.285  0.132  -1 1  6.272  0.548  0.51  -1  0.373  0.4  0.124  0.89  1.265  0.89 0.89 0.89  0.14  0.941 0.868 0.706  1  8  0  0.685  0  24 25 26  0  0  -1  -1  0  0  1000  -1  -1  0.3  1  1.5  0.8  1  1  1  0.725  2  1  1
//6PM
166 255 234  247 185 119  250 248 207  -1  0  24  255 255 255  255 255 255  -1  -1  -1  -1  1  1500  73  119 120 120  105 105 105  47 56 43 239  0.14  0  0.61  2.88  125 110 90  0 0 0  0.66  1  0.78  0.82  1  1.18  16  128  1.46  256  0.17  77  20.75  4  6  14.5  13  10  0.4  0.678 0.797 1  0.871 0.737 0.486  1 1 1  1 1 1  1  1.86  0.203  -1  -1  0.478 0.478 0.478  0.396  1.296  0.252  0.132  -1 0.757  8  0.667  1.7  -1  0.088  0.4  0.124  0.89  1.265  0.8 0.8 0.8  0.14  0.953 0.901 0.761  0.164  8  0  0.685  0  24 25 26  0  0  -1  -1  0  0  1000  -1  -1  0.225  1  1.05  1  1  1  1  0.75  2  1  1
//7PM
166 255 205  250 250 250  255 177 42  -1  0  24  255 217 140  255 255 255  -1  -1  -1  -1  1  1500  73  119 120 120  105 105 105  61 45 0 239  0.14  0  0.61  2.88  122 110 94  0 0 0  0.66  1  0.71  0.82  1  1.18  16  128  1.78  256  0.17  77  20.75  4  4.5  10  13  10  0.4  0.882 0.94 0.969  0.871 0.871 0.871  0.789 1 0.698  1 0.786 0.588  1  1.86  0.203  -1  -1  0.49 0.475 0.435  0.396  1.296  0.252  0.132  -1 0.757  8  0.667  1.7  -1  0.088  0.4  0.124  0.89  1.265  0.8 0.8 0.8  0.14  0.949 0.873 0.761  0.164  8  0  0.685  0  26 26 26  0  0  -1  -1  0  0  1000  -1  -1  0.225  1  1.05  1.1  1  1  0.825  0.8  2  1  1
//8PM
255 206 166  42 134 250  255 110 42  -1  0  24  255 226 140  255 255 255  -1  -1  -1  -1  1  1500  73  119 120 120  105 105 105  13 13 13 239  0.21  0  0.61  2.88  122 110 94  0 0 0  0.66  1  0.71  0.82  1  1.18  16  128  2.56  256  0.17  77  15  2.25  2.5  10  13  10  0.4  1 1 1  0.871 0.871 0.871  1 0.779 0.698  1 0.754 0.588  1  1.86  0.203  -1  -1  0.478 0.478 0.478  0.396  1.296  0.252  0.132  -1 0.757  8  0.667  1.7  -1  0.088  0.4  0.124  0.89  1.265  0.8 0.8 0.8  0.14  0.949 0.823 0.761  0.164  8  0  0.685  0  26 26 26  0  0  -1  -1  0  0  1000  -1  -1  0.225  1  1.05  0.95  1  1  0.825  0.8  2  1  1
//9PM
118 188 255  255 187 117  117 250 245  -1  0  0  139 130 111  255 45 0  -1  -1  -1  -1  1  1500  9  62 120 141  104 198 255  26 36 41 100  2.85  0.08  0.57  3.75  133 96 66  0 0 0  0.37  1  0.74  0.6  1  1  8  64  18.73  256  0.1  0  11.75  4.5  2.5  6.5  18  3  0.46  0.678 0.839 1  0.812 0.943 1  1 1 1  0.31 0.335 0.361  1  11  0.215  -1  -1  0.478 0.478 0.478  0.368  0.998  0  0.132  -1 0.757  8  0.667  1.7  -1  0.088  0.4  0.124  0.89  1.265  0.8 0.8 0.8  0.14  0.773 0.851 0.91  0.159  8  0.179  0.133  0  24 25 26  0  0  -1  -1  0.04  0  1000  -1  -1  0  0.8  1  0.7  1  1  1  0.825  2  1  1
//10PM
142 176 180  145 180 176  33 99 147  -1  0  0  13 13 13  0 0 0  -1  -1  -1  -1  1  1500  50  35 9 10  26 30 36  41 51 64 150  2.4  0.63  0.7  4.45  128 128 128  0 0 0  0.65  1  0.77  0.62  1  1.28  15  348.75  19.88  256  0.1  0  1.16  3.94  3.95  3.05  0  0  0.643  0.22 0.22 0.22  1 1 1  0 0 0  0.361 0.361 0.361  1  11.205  0  -1  -1  0.31 0.31 0.31  0.368  0.998  1.07  0.132  -1 0.757  8  0.667  1.7  -1  0.088  1.513  0.124  0.89  1.265  0.259 0.259 0.259  0.14  0.239 0.239 0.239  0.164  8  0.359  0.174  0.256  0 0 0  0  4  -1  -1  0  0  1000  -1  -1  0.1  0.25  3.15  0.8  1  1  1  0.9  2  1  1

//SUNNY_WINDY
//Midnight
30 84 217  30 116 217  0 113 217  -1  0  120  5 88 255  0 0 0  -1  -1  -1  -1  0.6  1500  50  35 9 10  26 30 36  99 99 99 240  3.21  0.21  0.72  2.12  119 140 144  0 0 0  0.28  1  1  1  1  1.17  15.96  127.74  19.86  255.58  0.1  0  2.3  3.99  3.99  1.75  0  -1  0.8  0.267 0.35 0.502  0.812 0.881 1  1 0.894 0.698  0.31 0.333 0.361  1  6.613  0.215  -1  -1  0.478 0.478 0.478  0.795  0.998  0  0.132  -1 0.757  8  0.667  1.7  -1  0.088  0.4  0.124  0.89  1.265  0.8 0.8 0.8  0  0.831 0.831 0.831  1  6  0.363  0  0.045  25 25 26  0.199  0.096  -1  -1  0  0  1000  -1  -1  0  0.775  3.625  0.75  1  1  1  0.825  2  1  1
//5AM
30 84 217  30 116 217  0 113 217  -1  0  120  5 88 255  0 0 0  -1  -1  -1  -1  0.6  1500  50  35 9 10  26 30 36  92 92 92 240  3.21  0.21  0.72  2.12  119 140 144  0 0 0  0.28  1  1  1  1  1.17  15.96  127.74  19.86  255.58  0.1  0  2.3  3.99  3.99  1.75  0  -1  0.8  0.267 0.35 0.502  0.812 0.881 1  1 0.894 0.698  0.31 0.333 0.361  1  6.613  0.215  -1  -1  0.478 0.478 0.478  0.795  0.998  0  0.132  -1 0.757  8  0.667  1.7  -1  0.088  0.4  0.124  0.89  1.265  0.8 0.8 0.8  0  0.831 0.831 0.831  1  6  0.363  0  0.045  25 25 26  0.199  0.096  -1  -1  0  0  1000  -1  -1  0  0.7  3.7  0.8  1  1  1  0.825  2  1  1
//6AM
166 175 255  42 130 250  42 153 255  -1  0  24  160 170 200  255 255 255  -1  -1  -1  -1  1  1500  73  119 120 120  105 105 105  31 31 31 239  0.19  0  0.5  1.45  108 120 99  0 0 0  0.31  1  0.81  0.82  1  1.18  16  128  1.46  256  0.17  77  20.75  5  5  8.25  13  10  0.4  0.678 0.77 1  0.486 0.596 0.871  1 0.894 0.698  0.588 0.778 1  1  1.86  0.203  -1  -1  0.478 0.478 0.478  0.396  1.296  0.252  0.132  -1 0.757  8  0.667  1.7  -1  0.088  0.4  0.124  0.89  1.265  0.8 0.8 0.8  0.14  0.761 0.953 0.953  0.164  8  0  0.685  0  24 25 26  0  0  -1  -1  0  0  1000  -1  -1  0.225  1  1.05  1.05  1  1  1  0.75  2  1  1
//7AM
255 218 166  250 163 42  255 86 42  -1  0  24  255 186 140  255 255 255  -1  -1  -1  -1  1  1500  73  119 120 120  105 105 105  8 8 8 239  0.19  0  0.5  3.78  122 110 94  0 0 0  0.41  1  0.76  0.82  1  1.18  16  128  1.46  256  0.17  77  20.75  4  4  11.5  13  10  0.4  1 0.892 0.678  0.871 0.741 0.486  1 0.894 0.698  1 0.588 0.635  1  1.86  0.203  -1  -1  0.478 0.478 0.478  0.396  1.296  0.252  0.132  -1 0.757  8  0.667  1.7  -1  0.088  0.4  0.124  0.89  1.265  0.8 0.8 0.8  0.14  0.953 0.799 0.761  0.164  8  0  0.685  0  24 25 26  0  0  -1  -1  0  0  1000  -1  -1  0.225  1  1.05  0.85  1  1  1  0.775  2  1  1
//9AM
206 216 226  226 192 128  255 252 248  -1  0  0  155 189 255  255 255 255  -1  -1  -1  -1  1  1500  73  119 120 120  105 105 105  26 35 36 239  0.12  0  0.5  2.22  116 140 128  0 0 0  0.36  1  0.72  1  1  1.13  16  128  1.46  256  0.1  77  11  7.44  10.25  14.5  1  0  0.46  0.678 0.832 1  0.812 0.871 1  1 0.894 0.698  0.31 0.335 0.361  1  6.613  0.215  -1  -1  0.478 0.478 0.478  0.368  0.998  0  0.132  -1 0.757  8  0.667  1.7  -1  0.088  0.4  0.124  0.89  1.265  0.8 0.8 0.8  0.14  0.953 0.888 0.761  0.164  8  0  0.685  0  24 25 26  0  0  -1  -1  0  0  1000  -1  -1  0.225  1  1  1.2  1  1  1  0.7  2  1  1
//Midday
250 253 255  255 207 117  224 192 146  -1  0  46  112 160 255  255 255 255  -1  -1  -1  -1  1  1500  73  119 120 120  105 105 105  0 47 60 239  0.2  0.22  0.5  4.55  138 131 106  0 0 0  0.45  1  0.82  1  1  0.85  16  128  1.46  256  0.18  77  12  4.25  10.25  10  13  0  0.382  0.678 0.832 1  0.812 0.871 1  1 0.894 0.698  0.31 0.335 0.361  1  6.613  0.215  -1  -1  0.478 0.478 0.478  0.368  0.998  0  0.132  -1 0.757  8  0.667  1.7  -1  0.088  0.4  0.124  0.89  1.265  0.8 0.8 0.8  0.14  0.953 0.888 0.761  0.164  8  0  0.685  0  24 25 26  0  0  -1  -1  0  0  1000  -1  -1  0  1  1  0.75  1  1  1  0.75  2  1  1
//6PM
204 230 255  255 207 117  224 192 146  -1  0  46  112 160 255  255 255 255  -1  -1  -1  -1  1  1500  73  119 120 120  105 105 105  60 44 0 239  0.2  0.22  0.5  4.55  138 131 106  0 0 0  0.45  1  0.82  1  1  0.85  16  128  1.46  256  0.18  77  12  4.25  10.25  10  13  0  0.382  0.678 0.832 1  0.812 0.871 1  1 0.894 0.698  0.31 0.335 0.361  1  6.613  0.215  -1  -1  0.478 0.478 0.478  0.368  0.998  0  0.132  -1 0.757  8  0.667  1.7  -1  0.088  0.4  0.124  0.89  1.265  0.8 0.8 0.8  0.14  0.953 0.888 0.761  0.164  8  0  0.685  0  24 25 26  0  0  -1  -1  0  0  1000  -1  -1  0  0.875  1  0.8  1  1  1  0.75  2  1  1
//7PM
255 253 250  255 198 117  255 75 28  -1  0  0  255 195 155  255 255 255  -1  -1  -1  -1  1  1500  73  119 120 120  105 105 105  87 73 32 239  0.69  0.22  0.5  5.03  138 131 106  0 0 0  0.49  1  0.87  0.85  1  0.85  16  128  4.53  256  0.1  77  11.5  4.5  5.5  7  13  0  0.46  1 0.892 0.678  1 0.937 0.812  1 0.894 0.698  0.361 0.31 0.316  1  6.613  0.215  -1  -1  0.478 0.478 0.478  0.368  0.998  0  0.132  -1 0.757  8  0.667  1.7  -1  0.088  0.4  0.124  0.89  1.265  0.8 0.8 0.8  0.14  0.953 0.799 0.761  0.164  8  0  0.685  0  26 26 26  0  0  -1  -1  0  0  1000  -1  -1  0  0.625  1  0.6  1  1  1  0.725  2  1  1
//8PM
118 132 255  117 175 255  117 186 250  -1  0  1  107 107 107  255 45 0  -1  -1  -1  -1  1  1500  9  62 120 141  104 198 255  35 41 41 238  3.7  0.6  0.57  6.65  133 96 66  0 0 0  0.25  1  0.74  0.67  1  1  8  64  18.73  256  0.1  0  2.75  4.5  2.5  4.5  18  12  0.46  0.678 0.77 1  0.812 0.866 1  1 0.894 0.698  0.31 0.333 0.361  1  11  0.215  -1  -1  0.478 0.478 0.478  0.368  0.998  0  0.132  -1 0.757  8  0.667  1.7  -1  0.088  0.4  0.124  0.89  1.265  0.8 0.8 0.8  0.14  0.773 0.91 0.91  0.159  1.7  0.179  0.133  0  26 26 26  0  0  -1  -1  0.04  0  1000  -1  -1  0.175  0.7  1.825  0.5  1  1  1  0.8  2  1  1
//9PM
118 158 255  117 180 255  117 186 250  -1  0  0  111 120 139  255 45 0  -1  -1  -1  -1  1  1500  9  62 120 141  104 198 255  16 36 38 238  3.7  0.6  0.57  6.65  133 96 66  0 0 0  0.25  1  0.74  0.67  1  1  8  64  18.73  256  0.1  0  2.75  4.5  2.5  4.5  18  12  0.46  0.678 0.792 1  0.812 0.881 1  1 0.894 0.698  0.31 0.333 0.361  1  11  0.215  -1  -1  0.478 0.478 0.478  0.368  0.998  0  0.132  -1 0.757  8  0.667  1.7  -1  0.088  0.4  0.124  0.89  1.265  0.8 0.8 0.8  0.14  0.773 0.91 0.91  0.159  1.7  0.179  0.133  0  24 25 26  0  0  -1  -1  0.04  0  1000  -1  -1  0.125  0.75  2  0.5  1  1  1  0.8  2  1  1
//10PM
30 84 217  30 116 217  125 193 255  -1  0  120  5 88 255  0 0 0  -1  -1  -1  -1  0.6  1500  50  35 9 10  26 30 36  78 134 138 240  3.21  0.21  0.72  3.27  119 140 144  0 0 0  0.37  1  1  1  1  1.14  15.96  127.74  19.86  255.58  0.1  0  2.5  3.99  3.99  1.75  0  0  0.9  0.267 0.35 0.502  0.812 0.881 1  1 0.894 0.698  0.31 0.333 0.361  1  6.613  0.215  -1  -1  0.478 0.478 0.478  0.795  0.998  0  0.132  -1 0.757  8  0.667  1.7  -1  0.088  0.4  0.124  0.89  1.265  0.8 0.8 0.8  0  0.831 0.831 0.831  1  6  0.363  0  0  25 25 26  0  0  -1  -1  0  0  1000  -1  -1  0  0.575  4.017  0.65  1  1  1  0.925  2  1  1

//CLOUDY
//Midnight
30 84 217  30 116 217  217 218 219  -1  0  179  0 112 255  0 0 0  -1  -1  -1  -1  0.7  1500  50  35 9 10  26 30 36  5 14 15 240  1.96  0.09  0.63  2.97  155 181 186  0 0 0  0.43  1  0.8  0.62  1  1.25  16  128  19.88  256  0.1  0  1.5  1.75  2.25  1.5  0  0  0.425  0.149 0.449 1  0.812 0.906 1  0.698 0.809 1  0.31 0.333 0.361  1  6.613  0.215  -1  -1  0.478 0.478 0.478  0.368  0.998  0  0.132  -1 0.757  8  0.677  0.79  -1  0.088  0.4  0.124  0.89  1.265  0.8 0.8 0.8  0  0.482 0.522 0.522  0.554  6  0.363  0  0  26 26 26  0  0  -1  -1  0  0  1000  -1  -1  0  0.45  4  0.85  1  1  1  0.95  1  1  1
//5AM
90 121 198  90 140 198  0 0 0  -1  0  179  0 85 255  0 0 0  -1  -1  -1  -1  0.7  1500  50  35 9 10  26 30 36  5 14 15 240  1.96  0.09  0.63  2.97  155 181 186  0 0 0  0.43  1  0.8  0.62  1  1.25  16  128  19.88  256  0.1  0  0  2.88  3.13  1.5  0  0  0.425  0.149 0.449 1  0.812 0.881 1  0.698 0.809 1  0.31 0.333 0.361  1  6.613  0.215  -1  -1  0.478 0.478 0.478  0.368  0.998  0  0.132  -1 0.757  8  0.677  0.79  -1  0.088  0.4  0.124  0.89  1.265  0.8 0.8 0.8  0  0.482 0.522 0.522  0.554  6  0.363  0  0  26 26 26  0  0  -1  -1  0  0.11  1000  -1  -1  0  0.45  4.05  0.8  1  1  1  0.95  1  1  1
//6AM
